atk,df,hp,spAtk,spDf,spd,中文名稱,全國編號,初始親密,夢特1,孵化步數,屬性,性別比例,捕捉機率,日文名稱,特性1,特性2,總經驗值,英文名稱,蛋組,身高,進化0,進化1,阿羅拉,體重,屬性1,屬性2
40.0,50.0,40.0,30.0,30.0,30.0,橡實果,273.0,70,順手牽羊,3840.0,草,♂ 1 : ♀ 1,255.0,タネボー,葉綠素,早起,1059860.0,Seedot,陸上類 / 植物類,"0.5m / 1'08""",273橡實果→274長鼻葉進化條件：Level 14,274長鼻葉→275狡猾天狗進化條件：使用道具「葉之石」,---,4kg / 8.8lbs,草,
70.0,40.0,70.0,60.0,40.0,60.0,長鼻葉,274.0,70,順手牽羊,3840.0,草 / 惡,♂ 1 : ♀ 1,120.0,コノハナ,葉綠素,早起,1059860.0,Nuzleaf,陸上類 / 植物類,"1m / 3'03""",273橡實果→274長鼻葉進化條件：Level 14,274長鼻葉→275狡猾天狗進化條件：使用道具「葉之石」,---,28kg / 61.7lbs,草 , 惡
100.0,60.0,90.0,90.0,60.0,80.0,狡猾天狗,275.0,70,順手牽羊,3840.0,草 / 惡,♂ 1 : ♀ 1,45.0,ダーテング,葉綠素,早起,1059860.0,Shiftry,陸上類 / 植物類,"1.3m / 4'03""",273橡實果→274長鼻葉進化條件：Level 14,274長鼻葉→275狡猾天狗進化條件：使用道具「葉之石」,---,59.6kg / 131.4lbs,草 , 惡
55.0,30.0,40.0,30.0,30.0,85.0,傲骨燕,276.0,70,膽量,3840.0,普 / 飛,♂ 1 : ♀ 1,200.0,スバメ,毅力,,1059860.0,Taillow,飛行類,"0.3m / 1'00""",276傲骨燕→277大王燕進化條件：Level 22,,---,2.3kg / 5.1lbs,普 , 飛
85.0,60.0,60.0,75.0,50.0,125.0,大王燕,277.0,70,膽量,3840.0,普 / 飛,♂ 1 : ♀ 1,45.0,オオスバメ,毅力,,1059860.0,Swellow,飛行類,"0.7m / 2'04""",276傲骨燕→277大王燕進化條件：Level 22,,---,19.8kg / 43.7lbs,普 , 飛
30.0,30.0,40.0,55.0,30.0,85.0,長翅鷗,278.0,70,雨盤,5120.0,水 / 飛,♂ 1 : ♀ 1,190.0,キャモメ,銳利目光,,1000000.0,Wingull,水中類1 / 飛行類,"0.6m / 2'00""",278長翅鷗→279大嘴鷗進化條件：Level 25,,40,9.5kg / 20.9lbs,水 , 飛
50.0,100.0,60.0,95.0,70.0,65.0,大嘴鷗,279.0,70,雨盤,5120.0,水 / 飛,♂ 1 : ♀ 1,45.0,ペリッパー,降雨,銳利目光,1000000.0,Pelipper,水中類1 / 飛行類,"1.2m / 3'11""",278長翅鷗→279大嘴鷗進化條件：Level 25,,41,28kg / 61.7lbs,水 , 飛
25.0,25.0,28.0,45.0,35.0,40.0,拉魯拉絲,280.0,35,心靈感應,5120.0,超 / 妖,♂ 1 : ♀ 1,235.0,ラルトス,同步,,1250000.0,Ralts,不定形類,"0.4m / 1'04""",,,---,6.6kg / 14.6lbs,超 , 妖
35.0,35.0,38.0,65.0,55.0,50.0,奇魯莉安,281.0,35,心靈感應,5120.0,超 / 妖,♂ 1 : ♀ 1,120.0,キルリア,同步,,1250000.0,Kirlia,不定形類,"0.8m / 2'07""",,,---,20.2kg / 44.5lbs,超 , 妖
65.0,65.0,68.0,125.0,115.0,80.0,沙奈朵,282.0,35,心靈感應,5120.0,超 / 妖,♂ 1 : ♀ 1,45.0,サーナイト,同步,,1250000.0,Gardevoir,不定形類,"1.6m / 5'03""",,,---,48.4kg / 106.7lbs,超 , 妖
30.0,32.0,40.0,50.0,52.0,65.0,溜溜糖球,283.0,70,雨盤,3840.0,蟲 / 水,♂ 1 : ♀ 1,200.0,アメタマ,悠游自如,,1000000.0,Surskit,水中類1 / 昆蟲類,"0.5m / 1'08""",283溜溜糖球→284雨翅蛾進化條件：Level 22,,139,1.7kg / 3.7lbs,蟲 , 水
60.0,62.0,70.0,100.0,82.0,80.0,雨翅蛾,284.0,70,緊張感,3840.0,蟲 / 飛,♂ 1 : ♀ 1,75.0,アメモース,威嚇,,1000000.0,Masquerain,水中類1 / 昆蟲類,"0.8m / 2'07""",283溜溜糖球→284雨翅蛾進化條件：Level 22,,140,3.6kg / 7.9lbs,蟲 , 飛
40.0,60.0,60.0,40.0,60.0,35.0,蘑蘑菇,285.0,70,飛毛腿,3840.0,草,♂ 1 : ♀ 1,255.0,キノココ,孢子,毒療,1640000.0,Shroomish,,"0.4m / 1'04""",285蘑蘑菇→286斗笠菇進化條件：Level 23,,---,4.5kg / 9.9lbs,草,
130.0,80.0,60.0,60.0,60.0,70.0,斗笠菇,286.0,70,技術高手,3840.0,草 / 格,♂ 1 : ♀ 1,90.0,キノガッサ,孢子,毒療,1640000.0,Breloom,,"1.2m / 3'11""",285蘑蘑菇→286斗笠菇進化條件：Level 23,,---,39.2kg / 86.4lbs,草 , 格
60.0,60.0,60.0,35.0,35.0,30.0,懶人獺,287.0,70,沒有隱藏特性,3840.0,普,♂ 1 : ♀ 1,255.0,ナマケロ,懶惰,,1250000.0,Slakoth,陸上類,"0.8m / 2'07""",287懶人獺→288過動猿進化條件：Level 18,288過動猿→289請假王進化條件：Level 36,---,24kg / 52.9lbs,普,
80.0,80.0,80.0,55.0,55.0,90.0,過動猿,288.0,70,沒有隱藏特性,3840.0,普,♂ 1 : ♀ 1,120.0,ヤルキモノ,幹勁,,1250000.0,Vigoroth,陸上類,"1.4m / 4'07""",287懶人獺→288過動猿進化條件：Level 18,288過動猿→289請假王進化條件：Level 36,---,46.5kg / 102.5lbs,普,
160.0,100.0,150.0,95.0,65.0,100.0,請假王,289.0,70,沒有隱藏特性,3840.0,普,♂ 1 : ♀ 1,45.0,ケッキング,懶惰,,1250000.0,Slaking,陸上類,"2m / 6'07""",287懶人獺→288過動猿進化條件：Level 18,288過動猿→289請假王進化條件：Level 36,---,130.5kg / 287.7lbs,普,
45.0,90.0,31.0,30.0,30.0,40.0,土居忍士,290.0,70,逃跑,3840.0,蟲 / 地,♂ 1 : ♀ 1,255.0,ツチニン,,,600000.0,Nincada,昆蟲類,"0.5m / 1'08""",,,---,5.5kg / 12.1lbs,蟲 , 地
90.0,45.0,61.0,50.0,50.0,160.0,鐵面忍者,291.0,70,穿透,3840.0,蟲 / 飛,♂ 1 : ♀ 1,120.0,テッカニン,加速,,600000.0,Ninjask,昆蟲類,"0.8m / 2'07""",,,---,12kg / 26.5lbs,蟲 , 飛
90.0,45.0,1.0,30.0,30.0,40.0,脫殼忍者,292.0,70,沒有隱藏特性,3840.0,蟲 / 鬼,沒有性別,45.0,ヌケニン,神奇守護,,600000.0,Shedinja,礦物類,"0.8m / 2'07""",,,---,1.2kg / 2.6lbs,蟲 , 鬼
51.0,23.0,64.0,51.0,23.0,28.0,咕妞妞,293.0,70,膽怯,5120.0,普,♂ 1 : ♀ 1,190.0,ゴニョニョ,隔音,,1059860.0,Whismur,怪獸類 / 陸上類,"0.6m / 2'00""",293咕妞妞→294吼爆彈進化條件：Level 20,294吼爆彈→295爆音怪進化條件：Level 40,---,16.3kg / 35.9lbs,普,
71.0,43.0,84.0,71.0,43.0,48.0,吼爆彈,294.0,70,膽量,5120.0,普,♂ 1 : ♀ 1,120.0,ドゴーム,隔音,,1059860.0,Loudred,怪獸類 / 陸上類,"1m / 3'03""",293咕妞妞→294吼爆彈進化條件：Level 20,294吼爆彈→295爆音怪進化條件：Level 40,---,40.5kg / 89.3lbs,普,
91.0,63.0,104.0,91.0,73.0,68.0,爆音怪,295.0,70,膽量,5120.0,普,♂ 1 : ♀ 1,45.0,バクオング,隔音,,1059860.0,Exploud,怪獸類 / 陸上類,"1.5m / 4'11""",293咕妞妞→294吼爆彈進化條件：Level 20,294吼爆彈→295爆音怪進化條件：Level 40,---,84kg / 185.2lbs,普,
60.0,30.0,72.0,20.0,30.0,25.0,幕下力士,296.0,70,強行,5120.0,格,♂ 3 : ♀ 1,180.0,マクノシタ,厚脂肪,毅力,1640000.0,Makuhita,人型類,"1m / 3'03""",296幕下力士→297鐵掌力士進化條件：Level 24,,56,86.4kg / 190.5lbs,格,
120.0,60.0,144.0,40.0,60.0,50.0,鐵掌力士,297.0,70,強行,5120.0,格,♂ 3 : ♀ 1,200.0,ハリテヤマ,厚脂肪,毅力,1640000.0,Hariyama,人型類,"2.3m / 7'07""",296幕下力士→297鐵掌力士進化條件：Level 24,,57,253.8kg / 559.5lbs,格,
20.0,40.0,50.0,20.0,40.0,20.0,露力麗,298.0,70,食草,2560.0,普 / 妖,♂ 1 : ♀ 3,150.0,ルリリ,大力士,厚脂肪,800000.0,Azurill,,"0.2m / 0'08""",298露力麗→183瑪力露進化條件：親密度220或以上時升級,183瑪力露→184瑪力露麗進化條件：Level 18,---,2kg / 4.4lbs,普 , 妖
45.0,135.0,30.0,45.0,90.0,30.0,朝北鼻,299.0,70,沙之力,5120.0,岩,♂ 1 : ♀ 1,255.0,ノズパス,結實,磁力,1000000.0,Nosepass,礦物類,"1m / 3'03""",299朝北鼻→476大朝北鼻進化條件：於地點「波尼大峽谷」升級,,198,97kg / 213.8lbs,岩,
45.0,45.0,50.0,35.0,35.0,50.0,向尾喵,300.0,70,奇跡皮膚,3840.0,普,♂ 1 : ♀ 3,255.0,エネコ,迷人之軀,,800000.0,Skitty,陸上類 / 妖精類,"0.6m / 2'00""",,,---,11kg / 24.3lbs,普,
65.0,65.0,70.0,55.0,55.0,90.0,優雅貓,301.0,70,奇跡皮膚,3840.0,普,♂ 1 : ♀ 3,60.0,エネコロロ,迷人之軀,,800000.0,Delcatty,陸上類 / 妖精類,"1.1m / 3'07""",叫聲基礎擊掌奇襲基礎唱歌基礎迷人基礎,連環巴掌,---,32.6kg / 71.9lbs,普,
75.0,75.0,50.0,65.0,65.0,50.0,勾魂眼,302.0,35,惡作劇之心,6400.0,惡 / 鬼,♂ 1 : ♀ 1,45.0,ヤミラミ,銳利目光,,1059860.0,Sableye,人型類,"0.5m / 1'08""",,,102,11kg / 24.3lbs,惡 , 鬼
85.0,85.0,50.0,55.0,55.0,50.0,大嘴娃,303.0,70,強行,5120.0,鋼 / 妖,♂ 1 : ♀ 1,45.0,クチート,威嚇,,800000.0,Mawile,陸上類 / 妖精類,"0.6m / 2'00""",,,---,11.5kg / 25.4lbs,鋼 , 妖
70.0,100.0,50.0,40.0,40.0,30.0,可哥朵拉,304.0,35,重金屬,8960.0,鋼 / 岩,♂ 1 : ♀ 1,180.0,ココドラ,結實,堅硬腦袋,1250000.0,Aron,怪獸類,"0.4m / 1'04""",304可哥朵拉→305可朵拉進化條件：Level 32,305可朵拉→306波士可朵拉進化條件：Level 42,---,60kg / 132.3lbs,鋼 , 岩
90.0,140.0,60.0,50.0,50.0,40.0,可朵拉,305.0,35,重金屬,8960.0,鋼 / 岩,♂ 1 : ♀ 1,90.0,コドラ,結實,堅硬腦袋,1250000.0,Lairon,怪獸類,"0.9m / 2'11""",304可哥朵拉→305可朵拉進化條件：Level 32,305可朵拉→306波士可朵拉進化條件：Level 42,---,120kg / 264.6lbs,鋼 , 岩
110.0,180.0,70.0,60.0,60.0,50.0,波士可朵拉,306.0,35,重金屬,8960.0,鋼 / 岩,♂ 1 : ♀ 1,45.0,ボスゴドラ,結實,堅硬腦袋,1250000.0,Aggron,怪獸類,"2.1m / 6'11""",304可哥朵拉→305可朵拉進化條件：Level 32,305可朵拉→306波士可朵拉進化條件：Level 42,---,360kg / 793.7lbs,鋼 , 岩
40.0,55.0,30.0,40.0,55.0,60.0,瑪沙那,307.0,70,心靈感應,5120.0,格 / 超,♂ 1 : ♀ 1,180.0,アサナン,瑜伽之力,,1000000.0,Meditite,人型類,"0.6m / 2'00""",307瑪沙那→308恰雷姆進化條件：Level 37,,---,11.2kg / 24.7lbs,格 , 超
60.0,75.0,60.0,60.0,75.0,80.0,恰雷姆,308.0,70,心靈感應,5120.0,格 / 超,♂ 1 : ♀ 1,90.0,チャーレム,瑜伽之力,,1000000.0,Medicham,人型類,"1.3m / 4'03""",307瑪沙那→308恰雷姆進化條件：Level 37,,---,31.5kg / 69.4lbs,格 , 超
45.0,40.0,40.0,65.0,40.0,65.0,落雷獸,309.0,70,負電,5120.0,電,♂ 1 : ♀ 1,120.0,ラクライ,靜電,,1250000.0,Electrike,陸上類,"0.6m / 2'00""",309落雷獸→310雷電獸進化條件：Level 26,,---,15.2kg / 33.5lbs,電,
75.0,60.0,70.0,105.0,60.0,105.0,雷電獸,310.0,70,負電,5120.0,電,♂ 1 : ♀ 1,45.0,ライボルト,靜電,,1250000.0,Manectric,陸上類,"1.5m / 4'11""",309落雷獸→310雷電獸進化條件：Level 26,,---,40.2kg / 88.6lbs,電,
50.0,40.0,60.0,85.0,75.0,95.0,正電拍拍,311.0,70,沒有隱藏特性,5120.0,電,♂ 1 : ♀ 1,200.0,プラスル,正電,,1000000.0,Plusle,妖精類,"0.4m / 1'04""",,,---,4.2kg / 9.3lbs,電,
40.0,50.0,60.0,75.0,85.0,95.0,負電拍拍,312.0,70,蓄電,5120.0,電,♂ 1 : ♀ 1,200.0,マイナン,負電,,1000000.0,Minun,妖精類,"0.4m / 1'04""",,,---,4.2kg / 9.3lbs,電,
73.0,75.0,65.0,47.0,85.0,85.0,電螢蟲,313.0,70,惡作劇之心,3840.0,蟲,♂ 1 : ♀ 0,150.0,バルビート,發光,,600000.0,Volbeat,昆蟲類 / 人型類,"0.7m / 2'04""",,,---,17.7kg / 39lbs,蟲,
47.0,75.0,65.0,73.0,85.0,85.0,甜甜螢,314.0,70,惡作劇之心,3840.0,蟲,♂ 0 : ♀ 1,150.0,イルミーゼ,遲鈍,有色眼鏡,1640000.0,Illumise,昆蟲類 / 人型類,"0.6m / 2'00""",,,---,17.7kg / 39lbs,蟲,
60.0,45.0,50.0,100.0,80.0,65.0,毒薔薇,315.0,70,葉子防守,5120.0,草 / 毒,♂ 1 : ♀ 1,150.0,ロゼリア,自然回復,毒刺,1059860.0,Roselia,妖精類 / 植物類,"0.3m / 1'00""",406含羞苞→315毒薔薇進化條件：親密度220或以上時於日間升級,315毒薔薇→407羅絲雷朵進化條件：使用道具「光之石」,---,2kg / 4.4lbs,草 , 毒
43.0,53.0,70.0,43.0,53.0,40.0,溶食獸,316.0,70,貪吃鬼,5120.0,毒,♂ 1 : ♀ 1,225.0,ゴクリン,黏著,,1640000.0,Gulpin,,"0.4m / 1'04""",316溶食獸→317吞食獸進化條件：Level 26,,---,10.3kg / 22.7lbs,毒,
73.0,83.0,100.0,73.0,83.0,55.0,吞食獸,317.0,70,貪吃鬼,5120.0,毒,♂ 1 : ♀ 1,75.0,マルノーム,黏著,,1640000.0,Swalot,,"1.7m / 5'07""",316溶食獸→317吞食獸進化條件：Level 26,,---,80kg / 176.4lbs,毒,
90.0,20.0,45.0,65.0,20.0,65.0,利牙魚,318.0,35,加速,5120.0,水 / 惡,♂ 1 : ♀ 1,225.0,キバニア,粗糙皮膚,,1250000.0,Carvanha,水中類2,"0.8m / 2'07""",318利牙魚→319巨牙鯊進化條件：Level 30,,264,20.8kg / 45.9lbs,水 , 惡
120.0,40.0,70.0,95.0,40.0,95.0,巨牙鯊,319.0,35,加速,5120.0,水 / 惡,♂ 1 : ♀ 1,60.0,サメハダー,粗糙皮膚,,1250000.0,Sharpedo,水中類2,"1.8m / 5'11""",318利牙魚→319巨牙鯊進化條件：Level 30,,265,88.8kg / 195.8lbs,水 , 惡
70.0,35.0,130.0,70.0,35.0,60.0,吼吼鯨,320.0,70,壓迫感,10240.0,水,♂ 1 : ♀ 1,125.0,ホエルコ,遲鈍,水幕,1640000.0,Wailmer,陸上類 / 水中類2,"2m / 6'07""",320吼吼鯨→321吼鯨王進化條件：Level 40,,266,130kg / 286.6lbs,水,
90.0,45.0,170.0,90.0,45.0,60.0,吼鯨王,321.0,70,壓迫感,10240.0,水,♂ 1 : ♀ 1,60.0,ホエルオー,遲鈍,水幕,1640000.0,Wailord,陸上類 / 水中類2,"14.5m / 47'07""",320吼吼鯨→321吼鯨王進化條件：Level 40,,267,398kg / 877.4lbs,水,
60.0,40.0,60.0,65.0,45.0,35.0,呆火駝,322.0,70,我行我素,5120.0,火 / 地,♂ 1 : ♀ 1,255.0,ドンメル,遲鈍,單純,1000000.0,Numel,陸上類,"0.7m / 2'04""",322呆火駝→323噴火駝進化條件：Level 33,,---,24kg / 52.9lbs,火 , 地
100.0,70.0,70.0,105.0,75.0,40.0,噴火駝,323.0,70,憤怒穴位,5120.0,火 / 地,♂ 1 : ♀ 1,150.0,バクーダ,熔岩鎧甲,,1000000.0,Camerupt,陸上類,"1.9m / 6'03""",322呆火駝→323噴火駝進化條件：Level 33,,---,220kg / 485lbs,火 , 地
85.0,140.0,70.0,85.0,70.0,20.0,煤炭龜,324.0,70,硬殼盔甲,5120.0,火,♂ 1 : ♀ 1,90.0,コータス,日照,白色煙霧,1000000.0,Torkoal,陸上類,"0.5m / 1'08""",,,223,80.4kg / 177.2lbs,火,
25.0,35.0,60.0,70.0,80.0,60.0,跳跳豬,325.0,70,貪吃鬼,5120.0,超,♂ 1 : ♀ 1,255.0,バネブー,我行我素,厚脂肪,800000.0,Spoink,陸上類,"0.7m / 2'04""",325跳跳豬→326噗噗豬進化條件：Level 32,,---,30.6kg / 67.5lbs,超,
45.0,65.0,80.0,90.0,110.0,80.0,噗噗豬,326.0,70,貪吃鬼,5120.0,超,♂ 1 : ♀ 1,60.0,ブーピッグ,我行我素,厚脂肪,800000.0,Grumpig,陸上類,"0.9m / 2'11""",325跳跳豬→326噗噗豬進化條件：Level 32,,---,71.5kg / 157.6lbs,超,
60.0,60.0,60.0,60.0,60.0,60.0,晃晃斑,327.0,70,唱反調,3840.0,普,♂ 1 : ♀ 1,255.0,パッチール,我行我素,蹣跚,800000.0,Spinda,陸上類 / 人型類,"1.1m / 3'07""",,,105,5kg / 11lbs,普,
100.0,45.0,45.0,45.0,45.0,10.0,大顎蟻,328.0,70,強行,5120.0,地,♂ 1 : ♀ 1,255.0,ナックラー,怪力鉗,沙穴,1059860.0,Trapinch,昆蟲類,"0.7m / 2'04""",328大顎蟻→329超音波幼蟲進化條件：Level 35,329超音波幼蟲→330沙漠蜻蜓進化條件：Level 45,235,15kg / 33.1lbs,地,
70.0,50.0,50.0,50.0,50.0,70.0,超音波幼蟲,329.0,70,沒有隱藏特性,5120.0,地 / 龍,♂ 1 : ♀ 1,120.0,ビブラーバ,飄浮,,1059860.0,Vibrava,昆蟲類,"1.1m / 3'07""",328大顎蟻→329超音波幼蟲進化條件：Level 35,329超音波幼蟲→330沙漠蜻蜓進化條件：Level 45,236,15.3kg / 33.7lbs,地 , 龍
100.0,80.0,80.0,80.0,80.0,100.0,沙漠蜻蜓,330.0,70,沒有隱藏特性,5120.0,地 / 龍,♂ 1 : ♀ 1,45.0,フライゴン,飄浮,,1059860.0,Flygon,昆蟲類,"2m / 6'07""",328大顎蟻→329超音波幼蟲進化條件：Level 35,329超音波幼蟲→330沙漠蜻蜓進化條件：Level 45,237,82kg / 180.8lbs,地 , 龍
85.0,40.0,50.0,85.0,40.0,35.0,刺球仙人掌,331.0,35,儲水,5120.0,草,♂ 1 : ♀ 1,190.0,サボネア,沙隱,,1059860.0,Cacnea,植物類 / 人型類,"0.4m / 1'04""",331刺球仙人掌→332夢歌仙人掌進化條件：Level 32,,---,51.3kg / 113.1lbs,草,
115.0,60.0,70.0,115.0,60.0,55.0,夢歌仙人掌,332.0,35,儲水,5120.0,草 / 惡,♂ 1 : ♀ 1,60.0,ノクタス,沙隱,,1059860.0,Cacturne,植物類 / 人型類,"1.3m / 4'03""",331刺球仙人掌→332夢歌仙人掌進化條件：Level 32,,---,77.4kg / 170.6lbs,草 , 惡
40.0,60.0,45.0,40.0,75.0,50.0,青綿鳥,333.0,70,無關天氣,5120.0,普 / 飛,♂ 1 : ♀ 1,255.0,チルット,自然回復,,600000.0,Swablu,飛行類 / 龍類,"0.4m / 1'04""",333青綿鳥→334七夕青鳥進化條件：Level 35,,---,1.2kg / 2.6lbs,普 , 飛
70.0,90.0,75.0,70.0,105.0,80.0,七夕青鳥,334.0,70,無關天氣,5120.0,龍 / 飛,♂ 1 : ♀ 1,45.0,チルタリス,自然回復,,600000.0,Altaria,飛行類 / 龍類,"1.1m / 3'07""",333青綿鳥→334七夕青鳥進化條件：Level 35,,---,20.6kg / 45.4lbs,龍 , 飛
115.0,60.0,73.0,60.0,60.0,90.0,貓鼬斬,335.0,70,中毒激升,5120.0,普,♂ 1 : ♀ 1,90.0,ザングース,免疫,,600000.0,Zangoose,陸上類,"1.3m / 4'03""",,,---,40.3kg / 88.8lbs,普,
100.0,60.0,73.0,100.0,60.0,65.0,飯匙蛇,336.0,70,穿透,5120.0,毒,♂ 1 : ♀ 1,90.0,ハブネーク,蛻皮,,1640000.0,Seviper,陸上類 / 龍類,"2.7m / 8'10""",,,---,52.5kg / 115.7lbs,毒,
55.0,65.0,90.0,95.0,85.0,70.0,月石,337.0,70,沒有隱藏特性,6400.0,岩 / 超,沒有性別,45.0,ルナトーン,飄浮,,800000.0,Lunatone,,"1m / 3'03""",,,---,168kg / 370.4lbs,岩 , 超
95.0,85.0,90.0,55.0,65.0,70.0,太陽岩,338.0,70,沒有隱藏特性,6400.0,岩 / 超,沒有性別,45.0,ソルロック,飄浮,,800000.0,Solrock,,"1.2m / 3'11""",,,---,154kg / 339.5lbs,岩 , 超
48.0,43.0,50.0,46.0,41.0,60.0,泥泥鰍,339.0,70,濕潤之軀,5120.0,水 / 地,♂ 1 : ♀ 1,190.0,ドジョッチ,遲鈍,危險預知,1000000.0,Barboach,水中類2,"0.4m / 1'04""",339泥泥鰍→340鯰魚王進化條件：Level 30,,93,1.9kg / 4.2lbs,水 , 地
78.0,73.0,110.0,76.0,71.0,60.0,鯰魚王,340.0,70,濕潤之軀,5120.0,水 / 地,♂ 1 : ♀ 1,75.0,ナマズン,遲鈍,危險預知,1000000.0,Whiscash,水中類2,"0.9m / 2'11""",339泥泥鰍→340鯰魚王進化條件：Level 30,,94,23.6kg / 52lbs,水 , 地
80.0,65.0,43.0,50.0,35.0,35.0,龍蝦小兵,341.0,70,適應力,3840.0,水,♂ 1 : ♀ 1,205.0,ヘイガニ,怪力鉗,硬殼盔甲,1640000.0,Corphish,水中類1 / 水中類3,"0.6m / 2'00""",341龍蝦小兵→342鐵螯龍蝦進化條件：Level 30,,---,11.5kg / 25.4lbs,水,
120.0,85.0,63.0,90.0,55.0,55.0,鐵螯龍蝦,342.0,70,適應力,3840.0,水 / 惡,♂ 1 : ♀ 1,155.0,シザリガー,怪力鉗,硬殼盔甲,1640000.0,Crawdaunt,水中類1 / 水中類3,"1.1m / 3'07""",341龍蝦小兵→342鐵螯龍蝦進化條件：Level 30,,---,32.8kg / 72.3lbs,水 , 惡
40.0,55.0,40.0,40.0,70.0,55.0,天秤偶,343.0,70,沒有隱藏特性,5120.0,地 / 超,沒有性別,255.0,ヤジロン,飄浮,,1000000.0,Baltoy,礦物類,"0.5m / 1'08""",343天秤偶→344念力土偶進化條件：Level 36,,---,21.5kg / 47.4lbs,地 , 超
70.0,105.0,60.0,70.0,120.0,75.0,念力土偶,344.0,70,沒有隱藏特性,5120.0,地 / 超,沒有性別,90.0,ネンドール,飄浮,,1000000.0,Claydol,礦物類,"1.5m / 4'11""",343天秤偶→344念力土偶進化條件：Level 36,,---,108kg / 238.1lbs,地 , 超
41.0,77.0,66.0,61.0,87.0,23.0,觸手百合,345.0,70,引水,7680.0,岩 / 草,♂ 7 : ♀ 1,45.0,リリーラ,吸盤,,600000.0,Lileep,水中類3,"1m / 3'03""",345觸手百合→346搖籃百合進化條件：Level 40,,---,23.8kg / 52.5lbs,岩 , 草
81.0,97.0,86.0,81.0,107.0,43.0,搖籃百合,346.0,70,引水,7680.0,岩 / 草,♂ 7 : ♀ 1,45.0,ユレイドル,吸盤,,600000.0,Cradily,水中類3,"1.5m / 4'11""",345觸手百合→346搖籃百合進化條件：Level 40,,---,60.4kg / 133.2lbs,岩 , 草
95.0,50.0,45.0,40.0,50.0,75.0,太古羽蟲,347.0,70,悠游自如,7680.0,岩 / 蟲,♂ 7 : ♀ 1,45.0,アノプス,戰鬥盔甲,,600000.0,Anorith,水中類3,"0.7m / 2'04""",347太古羽蟲→348太古盔甲進化條件：Level 40,,---,12.5kg / 27.6lbs,岩 , 蟲
125.0,100.0,75.0,70.0,80.0,45.0,太古盔甲,348.0,70,悠游自如,7680.0,岩 / 蟲,♂ 7 : ♀ 1,45.0,アーマルド,戰鬥盔甲,,600000.0,Armaldo,水中類3,"1.5m / 4'11""",347太古羽蟲→348太古盔甲進化條件：Level 40,,---,68.2kg / 150.4lbs,岩 , 蟲
15.0,20.0,20.0,10.0,55.0,80.0,醜醜魚,349.0,70,適應力,5120.0,水,♂ 1 : ♀ 1,255.0,ヒンバス,遲鈍,悠游自如,600000.0,Feebas,水中類1 / 龍類,"0.6m / 2'00""",,,155,7.4kg / 16.3lbs,水,
60.0,79.0,95.0,100.0,125.0,81.0,美納斯,350.0,70,迷人之軀,5120.0,水,♂ 1 : ♀ 1,60.0,ミロカロス,神奇鱗片,好勝,600000.0,Milotic,水中類1 / 龍類,"6.2m / 20'04""",,,156,162kg / 357.1lbs,水,
70.0,70.0,70.0,70.0,70.0,70.0,飄浮泡泡,351.0,70,沒有隱藏特性,6400.0,普,♂ 1 : ♀ 1,45.0,ポワルン,陰晴不定,,1000000.0,Castform,妖精類 / 不定形類,"0.3m / 1'00""",,,181,0.8kg / 1.8lbs,普,
90.0,70.0,60.0,60.0,120.0,40.0,變隱龍,352.0,70,變幻自如,5120.0,普,♂ 1 : ♀ 1,200.0,カクレオン,變色,,1059860.0,Kecleon,陸上類,"1m / 3'03""",,,---,22kg / 48.5lbs,普,
75.0,35.0,44.0,63.0,33.0,45.0,怨影娃娃,353.0,35,詛咒之軀,6400.0,鬼,♂ 1 : ♀ 1,225.0,カゲボウズ,不眠,察覺,800000.0,Shuppet,不定形類,"0.6m / 2'00""",353怨影娃娃→354詛咒娃娃進化條件：Level 37,,---,2.3kg / 5.1lbs,鬼,
115.0,65.0,64.0,83.0,63.0,65.0,詛咒娃娃,354.0,35,詛咒之軀,6400.0,鬼,♂ 1 : ♀ 1,45.0,ジュペッタ,不眠,察覺,800000.0,Banette,不定形類,"1.1m / 3'07""",353怨影娃娃→354詛咒娃娃進化條件：Level 37,,---,12.5kg / 27.6lbs,鬼,
40.0,90.0,20.0,30.0,90.0,25.0,夜巡靈,355.0,35,察覺,6400.0,鬼,♂ 1 : ♀ 1,190.0,ヨマワル,飄浮,,800000.0,Duskull,不定形類,"0.8m / 2'07""",355夜巡靈→356彷徨夜靈進化條件：Level 37,356彷徨夜靈→477黑夜魔靈進化條件：裝備「靈界之布」時通信進化,---,15kg / 33.1lbs,鬼,
70.0,130.0,40.0,60.0,130.0,25.0,彷徨夜靈,356.0,35,察覺,6400.0,鬼,♂ 1 : ♀ 1,90.0,サマヨール,壓迫感,,800000.0,Dusclops,不定形類,"1.6m / 5'03""",355夜巡靈→356彷徨夜靈進化條件：Level 37,356彷徨夜靈→477黑夜魔靈進化條件：裝備「靈界之布」時通信進化,---,30.6kg / 67.5lbs,鬼,
68.0,83.0,99.0,72.0,87.0,51.0,熱帶龍,357.0,70,收穫,6400.0,草 / 飛,♂ 1 : ♀ 1,200.0,トロピウス,葉綠素,太陽之力,1250000.0,Tropius,怪獸類 / 植物類,"2m / 6'07""",,,---,100kg / 220.5lbs,草 , 飛
